t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2
2.1,650,120.6115,7.3558,-0.9227,656,107.9849,8.4674,-0.5794,662,94.3942,8.9301,-0.3806,666,76.4243,8.1249,-0.3683,706,61.6619,10.9293,-0.7354,705,23.4806,10.966,-0.1786,0.4024480018852813,-0.3683,8.09532,77.20696699999999,-0.7322674276270809,9.21038101123484,60.49491667138236
2.2,650,121.3426,7.2646,-0.8924,656,108.8287,8.4086,-0.5919,662,95.2853,8.893,-0.3589,666,77.2349,8.0883,-0.3608,706,62.7509,10.8496,-0.862,705,24.5764,10.9513,-0.1157,0.4262106397377925,-0.3608,8.059239999999999,78.012891,-0.707938096029554,9.137154268472132,61.408632098229575
2.3,650,122.0646,7.1761,-0.8691,656,109.6666,8.3477,-0.619,662,96.1729,8.8574,-0.3521,666,78.0419,8.0518,-0.3682,706,63.8313,10.758,-0.9738,705,25.6709,10.939,-0.1321,0.4491128987866961,-0.3682,8.022419999999999,78.815133,-0.6854755933078885,9.066360458869177,62.31526814411649
2.4,650,122.7779,7.0898,-0.8489,656,110.4981,8.2834,-0.6617,662,97.0568,8.8212,-0.3691,666,78.8452,8.0144,-0.3762,706,64.9021,10.6577,-1.0365,705,26.7639,10.9209,-0.2296,0.4721109058839934,-0.3762,7.984799999999999,79.613613,-0.6650125783173209,8.997812899538388,63.21504943407033
2.5,650,123.4827,7.006,-0.8202,656,111.323,8.2144,-0.7119,662,97.937,8.7824,-0.4045,666,79.6448,7.9766,-0.3771,706,65.9626,10.5533,-1.0552,705,27.8547,10.8937,-0.3145,0.4950817948945879,-0.3771,7.947089999999999,80.408322,-0.6459305160038533,8.931311641706657,64.10818059824099
2.6,650,124.1793,6.9258,-0.7764,656,112.1407,8.1406,-0.7581,662,98.8131,8.7399,-0.4423,666,80.4406,7.939,-0.3711,706,67.0126,10.4471,-1.0725,705,28.9424,10.861,-0.3415,0.5170084987655668,-0.3711,7.909979999999999,81.19932,-0.6271804899837281,8.866718590106272,64.99485245725162
2.7,650,124.8681,6.8504,-0.7242,656,112.9509,8.0625,-0.7951,662,99.6848,8.6943,-0.468,666,81.2326,7.9022,-0.3617,706,68.0519,10.338,-1.1139,705,30.0268,10.8272,-0.3367,0.5371439268238098,-0.3617,7.873809999999999,81.986701,-0.6080067824326907,8.804000541107898,65.87525251136242
2.8,650,125.5496,6.7798,-0.6813,656,113.7531,7.9812,-0.8251,662,100.5518,8.6465,-0.4831,666,82.0211,7.8665,-0.3508,706,69.08,10.224,-1.1697,705,31.1079,10.7944,-0.3188,0.5553553716111882,-0.3508,7.838729999999999,82.770574,-0.5880220383725312,8.743199862864628,66.74957249764887
2.9,650,126.2242,6.7122,-0.6646,656,114.547,7.8971,-0.8488,662,101.414,8.5971,-0.5025,666,82.806,7.8318,-0.3406,706,70.0964,10.1048,-1.2194,705,32.1858,10.7639,-0.2925,0.5717573030459926,-0.3406,7.804669999999999,83.551041,-0.5654032354111154,8.684397659027375,67.6180122635516
3.0,650,126.892,6.6448,-0.6769,656,115.3324,7.8113,-0.8592,662,102.2711,8.545,-0.5357,666,83.5873,7.7948,-0.3364,706,71.1007,9.9813,-1.2565,705,33.2608,10.7359,-0.2681,0.5866750921133611,-0.2608945965766907,7.77858054034233,84.32889905403424,-0.5423724055368123,8.627857335486263,68.48079799710024
3.1,650,127.553,6.5753,-0.7059,656,116.1093,7.7256,-0.8454,662,103.1228,8.4892,-0.5771,666,84.3651,7.7608,-0.3413,706,72.0925,9.8545,-1.283,705,34.333,10.7085,-0.2821,0.6017476999252429,-0.2551994323730469,7.7530605971050255,85.10420511374474,-0.5192320262706449,8.573620094932583,69.3381600065935
3.2,650,128.2069,6.5029,-0.7344,656,116.8777,7.6427,-0.8054,662,103.9688,8.4299,-0.6067,666,85.1394,7.7259,-0.3528,706,73.0716,9.7265,-1.2824,705,35.4023,10.6777,-0.3346,0.6134785073931683,-0.2662184834480285,7.726438748760223,85.87684898862076,-0.49583643070290184,8.521696892305519,70.19032969582405
3.3,650,128.8535,6.4287,-0.7442,656,117.638,7.5645,-0.7517,662,104.8087,8.3691,-0.6053,666,85.9102,7.6901,-0.3622,706,74.038,9.6015,-1.2221,705,36.4684,10.6444,-0.3322,0.6242916253394386,-0.2777199745178222,7.698666751308441,86.64671566375159,-0.47203469358826416,8.472113249235228,71.03754102074757
3.4,650,129.4927,6.3548,-0.725,656,118.3908,7.4914,-0.7039,662,105.6427,8.3101,-0.571,666,86.6774,7.6541,-0.3541,706,74.9923,9.4855,-1.1018,705,37.5314,10.6158,-0.2421,0.6347913277050107,-0.2864724397659302,7.670019507331848,87.41371761448478,-0.44898309327469077,8.424909779876401,71.8800319987352
3.5,650,130.1246,6.2841,-0.6842,656,119.1365,7.422,-0.6776,662,106.471,8.2553,-0.5202,666,87.4412,7.6208,-0.3105,706,75.9357,9.3824,-0.9661,705,38.5921,10.5973,-0.1287,0.6456261082624548,-0.276117742061615,7.642407733125686,88.17795838779736,-0.4237733044974194,8.380011470548933,72.7180331457901
3.6,650,130.7497,6.2177,-0.6366,656,119.8753,7.354,-0.6759,662,107.294,8.2051,-0.4814,666,88.2019,7.5939,-0.2258,706,76.8694,9.2911,-0.863,705,39.6515,10.5904,-0.0081,0.6558452703035346,-0.2338162064552307,7.619026112480163,88.93986099904537,-0.3954583874357369,8.33763414009919,73.55179655980002
3.7,650,131.3684,6.1561,-0.5894,656,120.6073,7.2854,-0.6899,662,108.1121,8.1564,-0.4902,666,88.9604,7.5767,-0.1163,706,77.7943,9.2071,-0.8187,705,40.7108,10.5955,0.1104,0.6634860970983065,-0.1590425968170166,7.603121852798461,89.70017318432522,-0.36423260933679036,8.298088301355616,74.38160538993559
3.8,650,131.9812,6.0993,-0.5421,656,121.3323,7.2152,-0.7074,662,108.925,8.1035,-0.5638,666,89.7178,7.5706,-0.0055,706,78.7109,9.1248,-0.8321,705,41.7711,10.6107,0.1932,0.6657549675957214,-0.0684599876403808,7.596275854034423,90.45980076972866,-0.3311160138448606,8.261665040421937,75.20777189397778
3.9,650,132.5885,6.0473,-0.493,656,122.0502,7.1434,-0.7216,662,109.7323,8.0413,-0.6766,666,90.4751,7.5749,0.0912,706,79.6191,9.0392,-0.8834,705,42.8332,10.6313,0.2191,0.6600672282978006,0.0197246074676513,7.598248314781188,91.21962560120679,-0.2977061190266219,8.228553439037452,76.03062723788153
4.0,650,133.1909,6.0003,-0.4414,656,122.7609,7.0704,-0.7313,662,110.5327,7.9679,-0.7874,666,91.2332,7.5876,0.1619,706,80.5184,8.9474,-0.9544,705,43.8973,10.6517,0.1906,0.6451056841129067,0.0986672043800354,7.608115035219192,91.98043710472871,-0.2663219718240446,8.198782827134789,76.85050552059501
4.1,650,133.7888,5.9587,-0.388,656,123.4643,6.9966,-0.7377,662,111.3254,7.8849,-0.8668,666,91.9929,7.6054,0.1934,706,81.4082,8.8489,-1.0206,705,44.9634,10.669,0.1561,0.6209857138968381,0.1557663381099701,7.623691669030189,92.74280627163172,-0.2393127525419345,8.172150629952384,77.66772058359024
4.2,650,134.3829,5.9224,-0.3341,656,124.1602,6.9224,-0.7413,662,112.1094,7.7961,-0.9043,666,92.7543,7.6242,0.182,706,82.288,8.746,-1.0416,705,46.0311,10.6848,0.1599,0.5895826708595551,0.1744280159473419,7.641134470624923,93.5069197186942,-0.21826808493426247,8.14821935469819,78.48254251906006
4.3,650,134.9736,5.8914,-0.2829,656,124.8487,6.8478,-0.7425,662,112.8845,7.7051,-0.9104,666,93.5176,7.6404,0.1402,706,83.1575,8.6441,-0.9988,705,47.1004,10.7026,0.1976,0.5540294129470117,0.1559721231460571,7.656731682939529,94.27259288698816,-0.2035844600837814,8.126392546204764,79.29518177368054
4.4,650,135.5614,5.8651,-0.24,656,125.5298,6.7733,-0.7416,662,113.6505,7.6143,-0.8997,666,94.2822,7.6519,0.0876,706,84.0171,8.5485,-0.9171,705,48.1718,10.7243,0.2365,0.5173931113885678,0.1116349399089813,7.667895176930426,95.0393824046812,-0.1947250599670051,8.106034100196386,80.10578518370018
4.5,650,136.1468,5.8426,-0.2075,656,126.2034,6.6988,-0.74,662,114.4074,7.5249,-0.8823,666,95.0477,7.6583,0.0419,706,84.8676,8.4617,-0.8226,705,49.2454,10.7482,0.2424,0.4817663912865796,0.0585981607437133,7.673754993004798,95.80675790398169,-0.19036613192616678,8.086561594199685,80.91444134312015
4.6,650,136.7301,5.8233,-0.1776,656,126.8696,6.6246,-0.7387,662,115.1555,7.4371,-0.8694,666,95.8137,7.661,0.0116,706,85.7099,8.3843,-0.7282,705,50.3213,10.7703,0.2001,0.447920045703934,0.0106815695762634,7.674823149962425,96.57424021897793,-0.18865016315000205,8.067524981007068,81.72119384122085
4.7,650,137.3116,5.8074,-0.1394,656,127.5283,6.5505,-0.7351,662,115.8949,7.3498,-0.8698,666,96.5798,7.6613,-0.0062,706,86.5449,8.3156,-0.6498,705,51.3992,10.7864,0.1224,0.4152011907433272,-0.0258195698261261,7.672241192979811,97.3414643382759,-0.1879864605013533,8.048659964692067,82.52605983769006
4.8,650,137.8918,5.7957,-0.0926,656,128.1797,6.4772,-0.7246,662,116.6255,7.262,-0.8809,666,97.3458,7.66,-0.0199,706,87.3734,8.2536,-0.5919,705,52.4782,10.794,0.0306,0.3825049024102208,-0.0526828169822692,7.666972911281585,98.10816162940407,-0.187583086202806,8.029861318641933,83.32904596955424
4.9,650,138.471,5.7887,-0.0474,656,128.8238,6.4054,-0.7046,662,117.3472,7.1733,-0.8889,666,98.1117,7.6573,-0.034,706,88.1959,8.1963,-0.5559,705,53.5575,10.7925,-0.0615,0.3489627762165835,-0.0747967660427093,7.6594932346773135,98.8741109528718,-0.18725215831819683,8.011103010021651,84.13015627055643
5.0,650,139.0497,5.7859,-0.0079,656,129.4609,6.336,-0.6776,662,118.0601,7.0844,-0.8831,666,98.8772,7.6532,-0.0479,706,89.0127,8.1405,-0.5618,705,54.6363,10.7829,-0.1298,0.3142367208104094,-0.0936840176582336,7.650124832911491,99.63912343616295,-0.18728411631173203,7.9923777941898315,84.9293940499754
5.1,650,139.6284,5.7873,0.0348,656,130.0912,6.2694,-0.6487,662,118.7642,6.9967,-0.8651,666,99.6423,7.6479,-0.0581,706,89.8239,8.0819,-0.614,705,55.7138,10.7682,-0.1659,0.2785635464226719,-0.1086425483226776,7.639260578079223,100.40304949397087,-0.18808388612563257,7.9736493825586585,85.72675898823127
5.2,650,140.2074,5.7937,0.0927,656,130.7149,6.2056,-0.6202,662,119.4596,6.9112,-0.8395,666,100.4068,7.6419,-0.0597,706,90.6288,8.0176,-0.6742,705,56.7898,10.7505,-0.1875,0.2422320622127875,-0.1192155629396438,7.627339021785258,101.1657833961494,-0.18995892800041717,7.954840993946095,86.52224308762587
5.3,650,140.7875,5.8066,0.1653,656,131.3324,6.1448,-0.5909,662,120.1465,6.8287,-0.8052,666,101.1707,7.6364,-0.0497,706,91.4271,7.9486,-0.7084,705,57.8638,10.7305,-0.2144,0.2052299796599245,-0.1232144981622695,7.615017571969031,101.9272851533463,-0.19289627968911272,7.935845101146054,87.31582759774048
5.4,650,141.3691,5.827,0.2399,656,131.944,6.087,-0.559,662,120.8255,6.7503,-0.7575,666,101.9341,7.6321,-0.0359,706,92.2184,7.8773,-0.7201,705,58.9357,10.7074,-0.2473,0.166922181408723,-0.118140310049057,7.603203540964126,102.68760550744271,-0.1970859378217163,7.916555473177143,88.1074831450582
5.5,650,141.9532,5.8545,0.3071,656,132.55,6.0326,-0.5236,662,121.4969,6.6774,-0.6967,666,102.6972,7.6286,-0.0345,706,93.0025,7.8052,-0.725,705,60.0052,10.6823,-0.2553,0.1271632375645353,-0.1131092011928558,7.59189262084484,103.4467947695272,-0.20298554285474268,7.896846879394971,88.8971678329977
5.6,650,142.5403,5.8882,0.3654,656,133.1508,5.982,-0.4843,662,122.1613,6.611,-0.6282,666,103.4598,7.6241,-0.0552,706,93.7794,7.7326,-0.7303,705,61.0722,10.6584,-0.2253,0.0866957503267751,-0.1210315003991127,7.579789470804929,104.20477371660769,-0.21106944389640067,7.876548325109497,89.68482266550865
5.7,650,143.1311,5.9275,0.4163,656,133.7466,5.9355,-0.4422,662,122.8194,6.5513,-0.5612,666,104.2218,7.6164,-0.0984,706,94.549,7.6593,-0.7374,705,62.137,10.6379,-0.1838,0.0474187360797002,-0.1449067592620849,7.5652987948787205,104.96130359609556,-0.22170083780930291,7.855441380719857,90.47036680358063
5.8,650,143.7261,5.9714,0.4574,656,134.3381,5.8932,-0.3989,662,123.4719,6.4975,-0.5117,666,104.9828,7.6031,-0.1662,706,95.3113,7.5856,-0.7402,705,63.2,10.6217,-0.1411,0.011402223692731,-0.1846918165683746,7.546829613221883,105.71598655741775,-0.2353302938507086,7.833271296938927,91.25369393327452
5.9,650,144.3256,6.0184,0.4781,656,134.9255,5.8554,-0.3533,662,124.1191,6.4469,-0.4978,666,105.742,7.5816,-0.262,706,96.0662,7.5125,-0.725,705,64.2616,10.6103,-0.0887,-0.0193071209895819,-0.2460085451602935,7.522228758705854,106.46820943328834,-0.25210487899050615,7.809738267553856,92.03466776002992
6.0,650,144.9298,6.0655,0.4596,656,135.5094,5.8224,-0.3042,662,124.7612,6.3958,-0.5208,666,106.4986,7.5498,-0.3734,706,96.8139,7.4421,-0.6852,705,65.3223,10.6038,-0.0412,-0.0431390617867227,-0.334872841835022,7.488741474522351,107.21708358074056,-0.2712129831303128,7.784527779654805,92.81312053799539
6.1,650,145.5384,6.1082,0.3895,656,136.0902,5.7944,-0.2538,662,125.3981,6.3419,-0.5543,666,107.2515,7.5076,-0.4674,706,97.5548,7.3761,-0.6364,705,66.3825,10.6001,-0.0324,-0.0593255775934632,-0.435137003660202,7.445227774156331,107.9616063581562,-0.2908267287344091,7.757406481341774,93.58886118612958
6.2,650,146.1509,6.1416,0.2768,656,136.6685,5.7712,-0.2069,662,126.0295,6.2861,-0.557,666,107.9998,7.4586,-0.508,706,98.2893,7.3141,-0.6072,705,67.4423,10.5947,-0.0758,-0.0682718795508303,-0.5135927200317383,7.393868502153158,108.70099320837153,-0.308516246882774,7.728323808468333,94.36169356697641
6.3,650,146.7661,6.1626,0.1403,656,137.2447,5.7526,-0.1646,662,126.6554,6.2329,-0.5043,666,108.7432,7.4088,-0.4863,706,99.0177,7.2533,-0.6105,705,68.5011,10.583,-0.1588,-0.0724279755524005,-0.5427407622337341,7.339594425929784,109.4349526509645,-0.32201582581538357,7.6974721837800555,95.13144078535441
6.4,650,147.3827,6.1694,-0.0044,656,137.8192,5.7378,-0.1289,662,127.2764,6.1872,-0.4064,666,109.4817,7.3629,-0.4281,706,99.7399,7.1914,-0.6303,705,69.5584,10.5622,-0.2581,-0.0750286246230288,-0.5237681865692139,7.287217607272862,110.16367441169179,-0.3298831381045181,7.665270601198517,95.89796784547426
6.5,650,147.9993,6.162,-0.1441,656,138.3924,5.7257,-0.1134,662,127.8934,6.1523,-0.2904,666,110.216,7.323,-0.3666,706,100.4559,7.128,-0.6389,705,70.6131,10.5319,-0.3485,-0.0780506321083192,-0.4797365367412567,7.239243953598737,110.88759880705166,-0.3319179495735064,7.632282287388065,96.66119607421307
6.6,650,148.6145,6.1414,-0.265,656,138.9643,5.7134,-0.1315,662,128.5075,6.1289,-0.1762,666,110.9466,7.2884,-0.3225,706,101.1656,7.065,-0.6237,705,71.6644,10.4937,-0.4173,-0.0819896705493687,-0.4284474849700928,7.196399205101727,111.60723872756184,-0.32935636365248433,7.599090492430714,97.42110512345613
6.7,650,149.227,6.1099,-0.3626,656,139.5349,5.6981,-0.1729,662,129.1197,6.1162,-0.077,666,111.6739,7.257,-0.3035,706,101.869,7.0044,-0.5914,705,72.7115,10.4493,-0.4715,-0.0858694605676867,-0.3809424936771393,7.158304955734014,112.32306922313524,-0.32446695789165597,7.566154856065466,98.17772060906267
6.8,650,149.836,6.0693,-0.4447,656,140.1037,5.6786,-0.2146,662,129.7311,6.1119,-0.0091,666,112.3981,7.2265,-0.3045,706,102.5649,6.9134,-0.553,705,73.754,10.3997,-0.5225,-0.088062712756659,-0.3479604125022888,7.123508914483785,113.03542011458362,-0.31936104886187394,7.5337081602763,98.93109142509032
6.9,650,150.4405,6.0209,-0.5187,656,140.6704,5.6554,-0.2469,662,130.3423,6.1119,0.0093,666,113.1192,7.1955,-0.3145,706,103.2536,6.8605,-0.5108,705,74.7912,10.3451,-0.5721,-0.0872714545527262,-0.3315928280353546,7.090349631680249,113.74445507775164,-0.3152567815402609,7.501772055390112,99.68126863062932
7.0,650,151.0398,5.9656,-0.5818,656,141.2347,5.6293,-0.2733,662,130.9535,6.1111,-0.0243,666,113.8371,7.1633,-0.3266,706,103.9372,6.8121,-0.4654,705,75.8228,10.2857,-0.6187,-0.0837651576050306,-0.3287191092967987,7.057477720750569,114.4502028498267,-0.31261886888697415,7.470246377236085,100.42829326835293
7.1,650,151.6334,5.9052,-0.6209,656,141.7962,5.6006,-0.2971,662,131.5643,6.1056,-0.0861,666,114.5518,7.13,-0.338,706,104.6162,6.7676,-0.4295,705,76.8481,10.2217,-0.6628,-0.0789049285915022,-0.3355148136615753,7.023926239384412,115.15259547376513,-0.31138312206272944,7.438984490347388,101.17219171738768
7.2,650,152.2208,5.8422,-0.6336,656,142.3547,5.5697,-0.3186,662,132.1743,6.094,-0.1443,666,115.263,7.0957,-0.3445,706,105.2909,6.7253,-0.4233,705,77.8669,10.1534,-0.7062,-0.0744310376141745,-0.3475966155529022,6.989166577829121,115.85151213154805,-0.3108893309163992,7.407846178141115,101.91297633520179
7.3,650,152.8018,5.7784,-0.6368,656,142.91,5.5367,-0.3381,662,132.7829,6.0776,-0.1826,666,115.9709,7.0615,-0.3374,706,105.9612,6.6823,-0.441,705,78.8786,10.0808,-0.7482,-0.071011885596079,-0.3563470244407654,6.953531875385045,116.54686531908655,-0.31017448182017987,7.376757245049475,102.65065205970673
7.4,650,153.3764,5.7133,-0.658,656,143.4619,5.5019,-0.3559,662,133.3897,6.0584,-0.2009,666,116.6754,7.029,-0.3101,706,106.6273,6.6386,-0.4392,705,79.8829,10.0042,-0.7867,-0.0692621606253431,-0.3511025905609131,6.918421616328954,117.23870748071946,-0.30836879048862015,7.345739796867457,103.38522603939347
7.5,650,153.9443,5.6445,-0.7117,656,144.0103,5.4652,-0.373,662,133.9945,6.0377,-0.2117,666,117.3769,7.0001,-0.2671,706,107.2891,6.5975,-0.3899,705,80.8793,9.9239,-0.8215,-0.0698552943094422,-0.3276239037513733,6.885659225953816,117.92727340331483,-0.30505999954750485,7.314902917818595,104.11671633117533
7.6,650,154.505,5.5693,-0.7852,656,144.5549,5.4267,-0.3943,662,134.5971,6.0154,-0.2339,666,118.0757,6.9755,-0.2231,706,107.9471,6.5629,-0.3063,705,81.8675,9.8402,-0.8559,-0.0741003317088907,-0.2928701043128967,6.856372215522526,118.61291062486708,-0.30038725219849305,7.284396917863845,104.84515602296172
7.7,650,155.0578,5.4869,-0.8556,656,145.0955,5.3853,-0.4301,662,135.1974,5.9898,-0.2761,666,118.7722,6.9545,-0.1945,706,108.6021,6.5372,-0.2116,705,82.8472,9.7533,-0.8851,-0.0828211580558262,-0.2586226463317871,6.830509950889349,119.29596161995602,-0.29512045175539986,7.254358192643995,105.57059184222612
7.8,650,155.602,5.3982,-0.9093,656,145.6317,5.3391,-0.489,662,135.7948,5.9594,-0.329,666,119.4666,6.9351,-0.1929,706,109.255,6.5202,-0.1303,705,83.818,9.6645,-0.8942,-0.0962782767291122,-0.237468883395195,6.8067630625498285,119.976637926211,-0.2904951440727264,7.224846147468455,106.29307645697297
7.9,650,156.1372,5.3048,-0.9497,656,146.163,5.2862,-0.5655,662,136.389,5.9241,-0.3752,666,120.1591,6.9145,-0.2172,706,109.9065,6.5095,-0.0844,705,84.78,9.5755,-0.8908,-0.113564757427547,-0.2378606647253036,6.7829769960772985,120.65493562581872,-0.28758635549032413,7.195796633061182,107.01265612027909
8.0,650,156.6628,5.2074,-0.9892,656,146.6886,5.2256,-0.6403,662,136.9795,5.8848,-0.4079,666,120.8494,6.891,-0.2513,706,110.557,6.5013,-0.0802,705,85.7331,9.486,-0.9026,-0.1323627440030332,-0.2566909193992615,6.757307904137372,121.33066641623248,-0.28684561491222654,7.167037997512149,107.7293599200303
