t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field,v5_mpc_base3_field,v5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
1.0,903.0,74.8464,6.3241,-0.2842,907.0,60.2861,5.0556,0.0878,914.0,50.4279,4.5148,-0.1303,926.0,40.4351,5.0482,0.1763,920.0,29.582278,7.07954,-0.9399,939.0,7.5896,7.4448,0.0589,-0.78735884370744,0.1763,5.05295,40.931044,-0.831909917522032,6.01929924432672,29.3877762104348,-0.809640400986507,5.94240643726792,29.3328489917972,6.0894358,6.0894358,6.28014034514577,6.17903100613396,-0.48698872303200247,29.810458356714285,-0.8397799004931983,29.95997506214861,6.13208254900882,-0.758213557589702,29.858992952597255,-0.8762750164085523,6.705436747735076,7.2546396215739986,-0.8692169576350707,6.729271114859892,7.277599101537504,-0.8176625456523402,6.697525339063196,7.236620642028263
1.1,903.0,75.4774,6.2948,-0.3029,907.0,60.7922,5.0652,0.1022,914.0,50.8789,4.5049,-0.0687,926.0,40.941,5.07,0.2571,920.0,30.290232,6.98555,-0.8187,939.0,8.3344,7.4503,0.0504,-0.844497670198864,0.2571,5.07866,41.43891,-0.733744536615876,5.93610825257452,29.9813870356922,-0.694406389548807,5.86144239716927,29.9189932315141,6.0894358,6.0894358,6.23144147284257,6.09505301608464,-0.5724911889212958,30.433602503998543,-0.8207819197744026,30.569480363757073,6.05626119324985,-0.7491008113697006,30.46461907192224,-0.826574647053487,6.622779283029727,7.921050423112239,-0.8228713400953259,6.64698398085036,7.946411856323016,-0.7626070643045567,6.62126463263274,7.90256014061306
1.2,903.0,76.1052,6.2631,-0.3311,907.0,61.2992,5.0756,0.1044,914.0,51.3292,4.5004,-0.0203,926.0,41.4495,5.0999,0.338,920.0,30.988787,6.90368,-0.6768,939.0,9.0796,7.454,0.0234,-0.912268403512733,0.338,5.11246,41.950156,-0.642728414349138,5.86273379891293,30.5676604155835,-0.586711826035749,5.79200175821439,30.4981934073356,6.0894358,5.6544761,6.17419235395044,6.0129748241072,-0.6359440183674003,31.05102173939359,-0.7669346380179043,31.170777846167795,5.98135111211288,-0.7204208389712008,31.062754183133528,-0.7819050604419708,6.54458877698553,8.579418826113002,-0.7809106282065238,6.568892918029707,8.60720570126702,-0.7161434571092292,6.549650286921817,8.561105886590788
1.3,903.0,76.7298,6.2276,-0.3797,907.0,61.8072,5.0855,0.0915,914.0,51.7792,4.4992,-0.0044,926.0,41.9613,5.1363,0.3883,920.0,31.679155,6.836,-0.5471,939.0,9.825,7.4541,-0.0221,-0.99291003630824,0.3883,5.15129,42.465285,-0.560616854013536,5.79846095747802,31.1475065113313,-0.489694998270765,5.73333057561081,31.0715264648967,6.0894358,5.6544761,6.1105979521137,5.93628136030541,-0.628880321137002,31.662081534604958,-0.7184262241353956,31.764405982198337,5.90930902821576,-0.6743690342740027,31.653685085955104,-0.7409882544637754,6.470489951539153,9.230172762539237,-0.741614301493711,6.494731487880336,9.260386921562525,-0.6765498813332933,6.481995298788488,9.212688165876305
1.4,903.0,77.3505,6.1858,-0.4587,907.0,62.3162,5.0935,0.0689,914.0,52.229,4.4986,-0.0082,926.0,42.4769,5.1752,0.3868,920.0,32.362755,6.78129,-0.4571,939.0,10.5701,7.4483,-0.092,-1.08632830573867,0.3868,5.18997,42.984282,-0.488996796247077,5.74239927207666,31.721746438539,-0.406312780726948,5.68436107578374,31.639962572475,5.6544761,5.6544761,6.04770992,5.86443873789187,-0.7918146999999998,32.26685252660496,-0.5679951903634972,32.350849855987526,5.84187212478836,-0.6147107176601985,32.23787229843394,-0.702785235382473,6.4002114280009055,9.87370783151624,-0.7048196324864564,6.424249524631691,9.906335972188124,-0.6407505284783513,6.417920245940652,9.85768394311276
1.5,903.0,77.9665,6.1347,-0.5643,907.0,62.8258,5.099,0.0397,914.0,52.6789,4.4982,0.0004,926.0,42.9962,5.2116,0.3398,920.0,33.040884,6.73558,-0.4161,939.0,11.3143,7.4346,-0.1812,-1.18899024694521,0.3398,5.22395,43.506677,-0.428077967405887,5.69349959245196,32.2910963977842,-0.337512896752766,5.64372979771104,32.2043355522461,5.6544761,5.6544761,5.96852845,5.80763921885552,-0.7296776000000005,32.86370537160496,-0.5335952483763062,32.931613777873075,5.78040105302234,-0.5461479074133013,32.81591240373617,-0.6665076738414647,6.333560660616759,10.510396435947122,-0.6668393097257546,6.357565593659115,10.545426728102663,-0.6138592936236666,6.356534316578285,10.496406671238708
1.6,903.0,78.5768,6.0723,-0.6867,907.0,63.3358,5.1012,0.004,914.0,53.1288,4.4998,0.0314,926.0,43.5189,5.2425,0.2761,920.0,33.714442,6.69397,-0.4064,939.0,12.0566,7.4118,-0.2721,-1.29320858456719,0.2761,5.25156,44.031833,-0.376491184138823,5.65069179571137,32.8561655773553,-0.282019961012025,5.60997850803577,32.7653334030497,5.6544761,5.6544761,5.89556069,5.75427969401789,-0.6675405000000012,33.45326144060496,-0.5058487805059997,33.50704174727487,5.72578626228101,-0.4736918675425983,33.38849102996427,-0.6316116034909242,6.270399500267667,11.140594443991343,-0.6314839703490409,6.29441719662421,11.178025867616832,-0.5878173399891973,6.297752582579365,11.12912101619659
1.7,903.0,79.1803,5.9975,-0.8112,907.0,63.8459,5.0995,-0.0371,914.0,53.579,4.5049,0.0712,926.0,44.0445,5.2676,0.2234,920.0,34.383839,6.65333,-0.3922,939.0,12.7962,7.3807,-0.3462,-1.39242077568709,0.2234,5.2739,44.559223,-0.331711018780887,5.61304267729748,33.4174698450851,-0.236717877196841,5.58177651193457,33.3235110542432,5.6544761,5.6544761,5.82880664,5.70369481596729,-0.5743348499999978,34.036142104604956,-0.3744578135984966,34.0774112288716,5.67841707552675,-0.4020277398648009,33.956332737516945,-0.5977748988788045,6.210622010379787,11.764645519523716,-0.5986583120050901,6.234551365423702,11.80447429571923,-0.5624948311165837,6.241503099467707,11.756083800298944
1.8,903.0,79.7757,5.9108,-0.9249,907.0,64.3555,5.0938,-0.0777,914.0,54.0299,4.5137,0.1061,926.0,44.5723,5.2885,0.1936,920.0,35.049172,6.61411,-0.3432,939.0,13.5324,7.344,-0.383,-1.48395398062744,0.1936,5.29326,45.088549,-0.291164151104001,5.5798715754194,33.975457002627,-0.198106927767196,5.55810472421488,33.8793215266647,5.6544761,5.6544761,5.771373155,5.66624903460744,-0.6364719499999971,34.61327942010496,-0.3551523388836042,34.64403613233234,5.63821430154027,-0.33499251259259566,34.520154167670974,-0.5648595992257208,6.154136050457215,12.382883422565566,-0.5647917074934061,6.178072194674361,12.425105473724132,-0.5367996668919911,6.187823132778508,12.377550111911257
1.9,903.0,80.362,5.8136,-1.0241,907.0,64.8644,5.0843,-0.1097,914.0,54.4819,4.5248,0.1171,926.0,45.1021,5.3074,0.1829,920.0,35.710583,6.57979,-0.2585,939.0,14.2649,7.3062,-0.368,-1.56912017173423,0.1829,5.31155,45.619704,-0.252954713385414,5.550755160309,34.5305325186579,-0.163433177435955,5.53829403143816,34.4331509298085,5.5,5.5,5.70772596,5.63073380071908,-0.5121977500000074,35.18405201610496,-0.3378154637178987,35.207109512404244,5.60471505028101,-0.2754909000176031,35.08062567269908,-0.5328639974209466,6.10084965071512,12.995632707624184,-0.5334023308223963,6.124731961592122,13.040245681537456,-0.5155257713039891,6.136270555648109,12.993754796332588
2.0,903.0,80.938,5.7068,-1.1142,907.0,65.3723,5.0722,-0.1301,914.0,54.9349,4.5366,0.1195,926.0,45.6337,5.3258,0.1835,920.0,36.368562,6.55394,-0.1607,939.0,14.9939,7.2724,-0.3032,-1.6520890366329,0.1835,5.3299,46.152694,-0.216479390131313,5.52545968897045,35.083078487555,-0.131710199714102,5.52195071369457,34.9853460011779,5.5,5.5,5.656506185,5.59695225434729,-0.29471789999999665,35.74970263460496,-0.21321404985710224,35.76680473783898,5.57716596027925,-0.22543603609049612,35.638342268727,-0.5018789054211735,6.050661760173003,13.60320827816859,-0.5042831583667566,6.074303645755446,13.650197461904837,-0.4925658809787006,6.08701396755024,13.604919022492505
2.1,903.0,81.5029,5.591,-1.2054,907.0,65.8788,5.0584,-0.1441,914.0,55.3893,4.5504,0.1579,926.0,46.1672,5.3444,0.1867,920.0,37.023956,6.53787,-0.0701,939.0,15.7198,7.2469,-0.2042,-1.73664253821572,0.1867,5.34857,46.687551,-0.182417552880083,5.50381174995732,35.6334596625507,-0.103208257131989,5.50877969372316,35.5362239705503,5.5,5.5,5.627034395,5.57563084936158,-0.29471789999999665,36.31240607410496,-0.19896307856599904,36.32436782277514,5.5546223566702,-0.1858531634686056,36.19380450439402,-0.4720479800478692,6.003456962168216,14.205914214285652,-0.473930124428052,6.0269106333126405,14.255258175858238,-0.4651599446018675,6.040497973090053,14.21129461952452
2.2,903.0,82.0557,5.4659,-1.3007,907.0,66.3839,5.0428,-0.1645,914.0,55.8453,4.5698,0.2328,926.0,46.7026,5.3628,0.1801,920.0,37.677743,6.53086,0.0011,939.0,16.4438,7.2319,-0.0939,-1.82294498906556,0.1801,5.36658,47.224209,-0.15193946712761,5.48556999466932,36.1820166620176,-0.078583244849573,5.49845886800996,36.0860698573512,5.5,5.5,5.597562605,5.55573454150498,-0.29471790000000553,36.872162334604965,-0.18665057242479577,36.879941276925635,5.53603704032334,-0.15703719737209632,36.74740820842636,-0.4435362535444092,5.959103336813775,14.804042229234753,-0.4456932852679507,5.982341304785845,14.855720772763162,-0.4401047220801914,5.996487500882034,14.813143893223124
2.3,903.0,82.5956,5.3314,-1.3945,907.0,66.8872,5.0241,-0.2063,914.0,56.3036,4.5955,0.2835,926.0,47.2397,5.3797,0.1561,920.0,38.330829,6.53097,0.0482,939.0,17.1667,7.2275,0.0054,-1.90720829408949,0.1561,5.38219,47.762428,-0.125771226298639,5.47037604795655,36.7290542668133,-0.057634811017424,5.490600543525,36.6351299117037,5.5,5.5,5.568090815,5.5370694842625,-0.29471789999999665,37.428971416104964,-0.17617635550870148,37.43364822535189,5.52033332058613,-0.13872312890070404,37.29944154048497,-0.4165072187224963,5.917452614941525,15.39787002682252,-0.4194146118536148,5.940399843600484,15.451857830182478,-0.417177263023986,5.954769774579635,15.410706756996207
2.4,903.0,83.1215,5.1877,-1.4845,907.0,67.3884,5.0002,-0.2688,914.0,56.7645,4.6227,0.2631,926.0,47.7784,5.3938,0.1251,920.0,38.983926,6.53579,0.0818,939.0,17.8897,7.2318,0.0805,-1.98523889076322,0.1251,5.3947,48.301898,-0.103684880157042,5.45779892532669,37.2748341593459,-0.038968190364843,5.48483706242326,37.1836136179461,5.5,5.5,5.538619025,5.51945184871163,-0.07723805000000361,37.98283331860496,-0.05810312018249775,37.985593410223046,5.50646100769606,-0.13014290088769975,37.850087641254575,-0.3911075878820482,5.8783418561533205,15.98765975037726,-0.3949539092329336,5.900904452677191,16.04392304499636,-0.3961811034544109,5.915151664234194,16.0042028289369
2.5,903.0,83.6327,5.035,-1.5743,907.0,67.8869,4.9704,-0.321,914.0,57.2279,4.6455,0.1942,926.0,48.3184,5.4058,0.1141,920.0,39.637505,6.54397,0.1195,939.0,18.6134,7.2422,0.1262,-2.05751595682719,0.1141,5.40611,48.842509,-0.084935682617487,5.44743043731099,37.819577203077,-0.020506605118697,5.48094024338677,37.7317076422848,5.5,5.5,5.53089522,5.51364153669338,-0.21747984999999304,38.53592284060496,-0.04887232755930171,38.536957563892386,5.49344671760729,-0.13009136524400056,38.39943231301531,-0.3674553264452012,5.8415963235088,16.573656659360367,-0.3690126528847112,5.864003187388719,16.63216842699966,-0.3706220531591964,5.878089458918274,16.593864885094526
2.6,903.0,84.1281,4.8732,-1.668,907.0,68.3823,4.9377,-0.3279,914.0,57.6932,4.6609,0.1158,926.0,48.8596,5.4184,0.1377,920.0,40.291902,6.55592,0.1609,939.0,19.3383,7.2553,0.1347,-2.12995507766528,0.1377,5.41988,49.384497,-0.069000036594857,5.43893686904924,38.363470889982,-0.00220681710542,5.4788895828749,38.2795966005722,5.5,5.5,5.509147235,5.50875430393745,-0.21747985000000192,39.08683756410496,-0.03972243355270244,39.08783299428613,5.48043758108289,-0.13710933928859248,38.947476071123596,-0.3456306579069327,5.807033257718107,17.156088138421712,-0.3447674170965521,5.829526445679064,17.216844908653048,-0.3510390015854478,5.84298555875973,17.179918635978424
2.7,903.0,84.6069,4.703,-1.7413,907.0,68.8746,4.9064,-0.2922,914.0,58.1598,4.6697,0.0595,926.0,49.4022,5.4344,0.1816,920.0,40.947494,6.57201,0.174,939.0,20.0644,7.267,0.0976,-2.21137458990423,0.1816,5.43804,49.928301,-0.055855352544264,5.43203686538975,38.9066745765209,0.014759590197342,5.47866890116436,38.8274634906887,5.5,5.5,5.48739925,5.50478206058218,-0.21747985000000192,39.63557748910496,-0.031239229901300902,39.63831120034435,5.46672664715403,-0.14963368340980665,39.494148735839,-0.3256728596626644,5.774465971751841,17.73516309989521,-0.3220612647351752,5.7973203192055465,17.798187246897278,-0.3330141374054239,5.809684145019188,17.762552121167367
2.8,903.0,85.0684,4.5282,-1.7602,907.0,69.3638,4.879,-0.2518,914.0,58.627,4.6749,0.0459,926.0,49.9467,5.4548,0.2247,920.0,41.604695,6.58941,0.1081,939.0,20.7914,7.2731,0.0237,-2.30846396352766,0.2247,5.46051,50.474352,-0.046198594477394,5.42645133013533,39.4493197095345,0.027894700520665,5.48014486018409,39.3754779767071,5.5,5.5,5.465651265,5.50165813759205,-0.21747985000000192,40.18214261560496,-0.024671674739700222,40.188477014103555,5.45176327881305,-0.1662059282186945,40.0393250637203,-0.3075811836926058,5.74370785338258,18.311071791151928,-0.3007711384248168,5.767243205363065,18.376415423125707,-0.3164148934842852,5.778042655670759,18.341938461201863
2.9,903.0,85.5125,4.3538,-1.734,907.0,69.8505,4.8538,-0.2481,914.0,59.0946,4.6784,0.0235,926.0,50.4934,5.4789,0.2558,920.0,42.263636,6.60022,-0.0542,939.0,21.5186,7.2714,-0.0574,-2.42292620205484,0.2558,5.48609,51.022961,-0.048408485349124,5.42183147068759,39.9915028566032,0.029076000671534,5.48293433023616,39.9237714097307,5.5,5.5,5.44390328,5.49919097011808,-0.1402417999999983,40.726532943604965,-0.0942019246641923,40.738396111115364,5.43514268599118,-0.18556380271600226,40.58283933231942,-0.2913210758051723,5.714575745802063,18.88398597111116,-0.2808226838991117,5.739160936973153,18.95173563024252,-0.3011226135614343,5.747930394314615,18.91823711370113
3.0,903.0,85.9394,4.183,-1.6865,907.0,70.3345,4.8263,-0.297,914.0,59.5624,4.6768,-0.0562,926.0,51.0426,5.505,0.2634,920.0,42.923658,6.5948,-0.2659,939.0,22.2453,7.2624,-0.1219,-2.5531396886701,-0.017617702484131,5.48432822975159,51.5713938229752,-0.055593770313982,5.41699062215267,40.5332019188185,0.022187020186724,5.48584193030331,40.472355602761,5.5,5.5,5.4298791,5.48977077765166,-0.1402417999999983,41.26952085360496,-0.09764641490660253,41.28737318888053,5.41658630571958,-0.20669811014699668,41.12449796289138,-0.2768319872291264,5.68689254707915,19.454059385755222,-0.2641984139439796,5.712741095578755,19.524330731870112,-0.2848818388813581,5.719442210426479,19.491605743938187
3.1,903.0,86.3494,4.0179,-1.6226,907.0,70.8154,4.792,-0.3838,914.0,60.0295,4.6655,-0.1694,926.0,51.5943,5.5297,0.2294,920.0,43.583138,6.56821,-0.4688,939.0,22.9708,7.2478,-0.1678,-2.70010278305995,-0.02473521232605,5.48185470851898,52.1195792938271,-0.069054432189212,5.41143124512128,41.0743450433306,0.006069660931134,5.48806063232199,41.0211616659932,5.5,5.5,5.41585492,5.480006136161,-0.1402417999999983,41.811106345604955,-0.0670860695344988,41.83537380249663,5.39591649470488,-0.2287925048677053,41.66408961236186,-0.2640357880850227,5.660488968270648,20.02142846152272,-0.2488680505935546,5.687854290519399,20.09436050117502,-0.2698442038471029,5.692457790041768,20.0622007439616
3.2,903.0,86.7433,3.8599,-1.5418,907.0,71.2924,4.7483,-0.4821,914.0,60.495,4.6432,-0.2793,926.0,52.1482,5.5487,0.1484,920.0,44.239959,6.52133,-0.6551,939.0,23.6947,7.229,-0.2056,-2.86244730788808,-0.077833652496338,5.47407134326935,52.666986428154,-0.088776839343418,5.40452580190236,41.6147976235209,-0.018768894851325,5.4886675984151,41.5700284258347,5.5,5.5,5.40183074,5.47329752920755,-0.1402418000000072,42.35128941960496,-0.07950534742560578,42.382703555417386,5.37303724421811,-0.25118884003529907,42.20139333678368,-0.2528426584002372,5.635204702430624,20.58621314505778,-0.2338070459176772,5.664473585927632,20.661976894997373,-0.2559138883929342,5.6668664012024745,20.63016695352381
3.3,903.0,87.1218,3.7105,-1.4503,907.0,71.7646,4.6957,-0.5614,914.0,60.9577,4.6126,-0.3352,926.0,52.7036,5.5582,0.0414,920.0,44.892092,6.45582,-0.8528,939.0,24.4164,7.2062,-0.2483,-3.03260995570253,-0.162570953369141,5.45781424793243,53.2127678529472,-0.113457425810666,5.39564811796801,42.1543624353177,-0.050181869551582,5.48679070892997,42.1187074967277,5.5,5.5,5.38780656,5.46534699446499,-0.1402417999999983,42.89007007560496,-0.09521183477580131,42.92923825486388,5.34791836021458,-0.27332861811290243,42.736185172805136,-0.2431554659599477,5.610889155834629,21.14851783797104,-0.2201322626621719,5.642460359661414,21.22732359227683,-0.2430043938219951,5.642565961820275,21.19563857167495
3.4,903.0,87.4858,3.5694,-1.3779,907.0,72.2312,4.6371,-0.6004,914.0,61.4174,4.5801,-0.3168,926.0,53.2593,5.5572,-0.0602,920.0,45.537674,6.37054,-1.0,939.0,25.1356,7.1782,-0.3076,-3.19890855475929,-0.250652313232422,5.43274901660919,53.7560427546082,-0.134213251739469,5.38430237538695,42.6927926728564,-0.080832576975183,5.48177252197481,42.6668847489252,5.5,5.5,5.37378238,5.45582581098741,-0.1402417999999983,43.42744831360496,-0.11053718848759608,43.474820835962625,5.32058549840329,-0.29476207235739516,43.268243722645465,-0.2348721807494123,5.587401937759688,21.70843239265076,-0.2078346838774538,5.621676891273669,21.790530454823585,-0.2310374295831855,5.6194622188619565,21.758739980709063
3.5,903.0,87.836,3.4335,-1.3444,907.0,72.6919,4.5763,-0.6066,914.0,61.8739,4.5504,-0.2803,926.0,53.8146,5.5472,-0.1403,920.0,46.174728,6.27054,-1.0,939.0,25.8517,7.1431,-0.3903,-3.34982955610874,-0.322805643081665,5.40046845230103,54.2960895998383,-0.157593681760869,5.370881050213,43.2298807778777,-0.115543230806843,5.47368926427729,43.214253675353,5.2195164,5.5,5.3597582,5.44477209213865,-0.3577216500000002,43.96342413360496,-0.12789251540340274,44.01929804517649,5.29110929116755,-0.3151663297941987,43.79735465176222,-0.2278883427124053,5.564613103488447,22.266033144713163,-0.1968123961583071,5.601995651657838,22.35171408197016,-0.2199419565664545,5.597468023205311,22.319586492812427
