t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
2.4,305,92.0631,6.3623,0.0239,314,79.1432,6.9011,-0.2301,313,70.6389,6.9474,-0.4939,326,58.1613,6.1922,-0.3194,339,39.3838,8.9649,-0.6094,343,24.3779,9.6384,-0.3465,-0.001342649168399,-0.3194,6.12261,58.638576,-0.806855656449674,8.04247264633728,39.1863631254068,-0.734878594309064,8.38403664738418,39.5378179649841,8.1476170026738,8.38403664738418,8.1044273996437,-0.8286945126211975,40.271989819006805,-0.7348785943091052,40.54949796498404,-0.7583722279214022,39.997647775431716,-0.564291455804286,8.93300886447296,23.2537691138058,-0.48612079189335,9.05752434712576,23.3876241490414,-0.555347626635352,8.98144810900166,23.3107024123254
2.5,305,92.6995,6.3665,0.0611,314,79.8321,6.8762,-0.2641,313,71.3314,6.9024,-0.4047,326,58.7792,6.1649,-0.2257,339,40.2773,8.9047,-0.5943,343,25.3399,9.6014,-0.3907,0.030627023004371,-0.2257,6.10004,59.24858,-0.757128926034784,7.96178708069231,39.982541833476,-0.711654459307573,8.31054878795327,40.3688728437794,8.06474755141168,8.31054878795327,8.02859017685156,-0.7859494187807936,41.07846457414797,-0.7116544593075957,41.38055284377937,-0.719566182089002,40.80050679311688,-0.558187221023073,8.87719014237065,24.144279064148,-0.481681704522315,9.00935617667352,24.2909681752313,-0.551457739230962,8.92630233507856,24.2060899345294
2.6,305,93.3366,6.3748,0.1026,314,80.5182,6.846,-0.3361,313,72.0199,6.8661,-0.3204,326,59.3948,6.1472,-0.128,339,41.1648,8.8452,-0.5952,343,26.298,9.5601,-0.4337,0.05663661057922,-0.128,6.08724,59.857304,-0.703491680772345,7.88607418808883,40.7711492522849,-0.685441651572914,8.23938334202251,41.1928111779816,7.9861526095336,8.23938334202251,7.95663355864266,-0.7398256367093037,41.87707983510133,-0.6854416515728978,42.20449117798162,-0.6794103414341013,41.596170148981145,-0.551077245477905,8.82208241782286,25.0292426921577,-0.477156134448573,8.96164056322866,25.1895180122264,-0.546580881476308,8.87164424693093,25.0959872636299
2.7,305,93.9747,6.3872,0.1455,314,81.2009,6.8081,-0.4194,313,72.7051,6.838,-0.2403,326,60.0091,6.1395,-0.0252,339,42.0464,8.7859,-0.5912,343,27.2517,9.5147,-0.4727,0.076727216972697,-0.0252,6.08472,60.465776,-0.647019182800056,7.8157250200116,41.5527217542861,-0.656479887185162,8.17083917686522,42.0098950956682,7.91217004586267,8.17083917686522,7.88869252449925,-0.6910948735806954,42.6682968396876,-0.6564798871850996,43.02157509566815,-0.638608331878503,42.38503940143107,-0.542867471291638,8.7677956706937,25.9087365965835,-0.472383935509816,8.91440216967768,26.0833201488718,-0.540583878349597,8.81758585909597,25.9804487689312
2.8,305,94.6142,6.4037,0.1828,314,81.8794,6.7627,-0.4829,313,73.3879,6.8185,-0.1495,326,60.6232,6.1424,0.0835,339,42.9221,8.7279,-0.5693,343,28.2007,9.4655,-0.5085,0.090395891982428,0.0835,6.09307,61.075083,-0.588840168104618,7.75102310173159,42.3278240644592,-0.624680877171414,8.10519118814671,42.8204142144828,7.8430605585046,8.10519118814671,7.8248316913114,-0.6407619152237043,43.452602895538064,-0.6246808771714996,43.83209421448282,-0.5978743754983995,43.167522570562205,-0.533518309626126,8.71444383973109,26.7828485721048,-0.467225790002516,8.86767959067743,26.9724242368895,-0.533378756981174,8.76424798339786,26.8595404610559
2.9,305,95.2556,6.4234,0.211,314,82.5532,6.7129,-0.5079,313,74.0692,6.8087,-0.0468,326,61.2382,6.1565,0.1971,339,43.7921,8.6726,-0.5369,343,29.1446,9.4128,-0.5431,0.097359246097237,0.1971,6.11278,61.686361,-0.531842043810284,7.69213908492113,43.0970379729513,-0.590917170302055,8.04272310042956,43.6246865245258,7.77898436698223,8.04272310042956,7.76504425376156,-0.5900113519787986,44.23050133223629,-0.5909171703020011,44.63636652452577,-0.5579062984315986,43.94402699593836,-0.523047425181552,8.66213909721293,27.651677718952,-0.461546190444372,8.82152497163299,27.856884465005,-0.524931947567842,8.71175478864107,27.7333405996579
3.0,305,95.899,6.4458,0.2351,314,83.222,6.6621,-0.5017,313,74.7501,6.8091,0.0544,326,61.8551,6.1818,0.3079,339,44.6567,8.6198,-0.5206,343,30.0831,9.3566,-0.5775,0.09759642914158,0.252062112092972,6.1379862112093,62.3001596211209,-0.474493221059842,7.6389548805401,43.8609334610054,-0.55471673253691,7.98363138339936,44.4230496628657,7.71998323178435,7.98363138339936,7.7092536239184,-0.5399751844887035,45.00249965541472,-0.5547167325368996,45.434729662865706,-0.5193631421363953,44.71495235833021,-0.51153311081851,8.61098578613108,28.5153339631192,-0.455259038329467,8.77599906780005,28.7367606669767,-0.51527014948393,8.66022777369268,28.6019397277746
3.1,305,96.5449,6.4708,0.2621,314,83.8857,6.6124,-0.4885,313,75.4315,6.8188,0.1408,326,62.475,6.217,0.3942,339,45.5161,8.5671,-0.5327,343,31.0158,9.2971,-0.6105,0.091395896556702,0.417698204517365,6.17975603166103,62.918135224287,-0.420947338021719,7.59150555843412,44.6200840168488,-0.517843896142715,7.92815971014567,45.2158656338803,7.66598571333548,7.92815971014567,7.65731730970476,-0.4920746314729918,45.76909822674827,-0.5178438961427023,46.22754563388028,-0.4828350300150053,45.48068408930068,-0.499109092031376,8.56107487692794,29.3739369962721,-0.44826041643531,8.73117302615652,29.6121192716745,-0.504474062966516,8.60978036739603,29.465440134829
3.2,305,97.1933,6.4986,0.2926,314,84.5445,6.5633,-0.4867,313,76.1143,6.8357,0.1962,326,63.0988,6.2584,0.4339,339,46.3701,8.5129,-0.5525,343,31.9424,9.2344,-0.6396,0.079494174143532,0.482133209705353,6.22796935263157,63.5409321595502,-0.373514678898929,7.54941082463195,45.375025099312,-0.48164605736983,7.8763753205314,46.0035031659334,7.61677825018818,7.8763753205314,7.60903380670326,-0.44742177162600427,46.530776051767084,-0.4816460573699022,47.01518316593342,-0.44883326226329956,46.24158746997101,-0.485958855768596,8.51247899135108,30.2276146896861,-0.440536956345163,8.687119330522,30.4830338895084,-0.492689332586203,8.56051143413741,30.3239547249057
3.3,305,97.8447,6.5293,0.3189,314,85.1983,6.5139,-0.4967,313,76.7988,6.8558,0.2047,326,63.7268,6.3015,0.4259,339,47.2186,8.458,-0.5448,343,32.8625,9.1691,-0.664,0.064338100028801,0.505082130432129,6.27847756567478,64.1687799161177,-0.333955492451257,7.51205935674206,46.1262310349862,-0.447388113159995,7.82821071479441,46.7863242374129,7.57203607302558,7.82821071479441,7.56415048047693,-0.40703586617129695,47.28797965906964,-0.4473881131599988,47.798004237412854,-0.41777284738850007,46.9980025180187,-0.472301154491701,8.46524887590191,31.0765010830487,-0.432140337595099,8.64390529676249,31.3495851208727,-0.48010676162644,8.51250075797476,31.1776053345113
3.4,305,98.4993,6.5619,0.3322,314,85.8472,6.4636,-0.5033,313,77.4853,6.8743,0.1653,326,64.359,6.3423,0.3888,339,48.0618,8.4061,-0.4949,343,33.7761,9.1015,-0.6845,0.048291055026233,0.491312444210053,6.32760881009579,64.8015407971272,-0.301638640972847,7.47866380749693,46.8740974157359,-0.415994920734458,7.78347190347841,47.5646714277607,7.53133248640845,7.78347190347841,7.52237319573808,-0.3716772408182045,48.041112907710485,-0.4159949207343949,48.5763514277607,-0.3899654644213957,47.7502398375925,-0.458378151414898,8.41941106076042,31.9207340798818,-0.423179322271649,8.60158736453533,32.2118597539376,-0.466954560831165,8.46580530189165,32.0265206375046
3.5,305,99.1571,6.5953,0.3318,314,86.4911,6.4137,-0.4909,313,78.1734,6.8872,0.0928,326,64.995,6.3787,0.3372,339,48.9001,8.3604,-0.4182,343,34.6827,9.032,-0.702,0.033002977614063,0.455805391073227,6.37318934920311,65.4388597320475,-0.279949573276397,7.44849994339965,47.6189474100758,-0.389044408131328,7.74187241140497,48.3388586689012,7.49416476232663,7.74187241140497,7.48337664929594,-0.34189234707789673,48.79052938394315,-0.3890444081313049,49.350538668901194,-0.3656028031365999,48.4985775025221,-0.444438790940208,8.3749671816664,32.7604529920032,-0.413799844228685,8.56020738011246,33.06994949117,-0.453482880853976,8.42045701380625,32.8708337532895
3.6,305,99.8183,6.6284,0.3282,314,87.1301,6.366,-0.457,313,78.8638,6.9198,0.0062,326,65.6344,6.4092,0.2721,339,49.7343,8.3226,-0.3381,343,35.5824,8.9609,-0.7161,0.018639988867333,0.401708722114563,6.41336022141457,66.080195754189,-0.265947467718222,7.42050498607201,48.360997908683,-0.366381129024993,7.70296797059184,49.1091554659604,7.45997552761884,7.70296797059184,7.44681636898228,-0.3177900560700042,49.536526936705044,-0.3663811290249974,50.12083546596038,-0.34475860853230067,49.24325913942033,-0.430727919959095,8.33189438967049,33.59579607057,-0.404214122356505,8.51978596787681,33.9239491585694,-0.439951796240702,8.37646183418218,33.7106796956889
3.7,305,100.4828,6.6617,0.3366,314,87.7645,6.3224,-0.4105,313,79.5556,6.9163,-0.0769,326,66.2765,6.4322,0.1877,339,50.565,8.2919,-0.2773,343,36.4749,8.8887,-0.7247,0.018469510037386,0.339326173067093,6.44729283872128,66.7249250380611,-0.25924672076958,7.39391023930018,49.100388932613,-0.348393154467694,7.66632985768934,49.8757884517293,7.42819652201184,7.66632985768934,7.41234050812905,-0.2994833556368981,50.27934658890622,-0.3483931544676988,50.88746845172932,-0.3273850108511045,49.98449319023324,-0.41747064424006,8.29014732524649,34.4268981563159,-0.394613137132149,8.48032465416359,34.7739546896714,-0.42660920186377,8.3338009139958,34.5461928330978
3.8,305,101.1508,6.6969,0.3644,314,88.3948,6.2836,-0.362,313,80.2466,6.9053,-0.141,326,66.9204,6.4458,0.0847,339,51.3928,8.2647,-0.266,343,37.3601,8.816,-0.7256,0.00853225089404,0.230141460895538,6.47030698481083,67.3719557365422,-0.258074303915897,7.36798556722323,49.8371874893354,-0.334751060792665,7.63149054224257,50.6389375059536,7.39824818644815,7.63149054224257,7.37960200704394,-0.28652692836669935,51.01917140755104,-0.33475106079269956,51.650617505953576,-0.3133239256651965,50.72245339093763,-0.404861409690447,8.24966118427744,35.2538885817921,-0.385194549239077,8.44180519923969,35.6200611823416,-0.413692422349702,8.29243167176083,35.3775044623857
