t,a_1,a_2,v_1,v_2,x_1,x_2
1113433191.2,-0.04778614732803609,-0.46484130213211516,6.303383589621073,4.131791900587666,9.08799749696662,-6.319692658707515
1113433191.3,-0.089242658813461,-0.4823886849593457,6.191155331798447,4.061269158245448,9.835049024936474,-5.302597015150505
1113433191.4,-0.12524817346830355,-0.49889091327284296,6.078656786975322,3.988085216036912,10.576361760890801,-4.293416499673153
1113433191.5,-0.14475918263519072,-0.514174299826082,5.972627636445993,3.919420339488037,11.30383238172287,-3.3155819942597464
1113433191.6,-0.1513914241142003,-0.5276022183126617,5.87236854461898,3.856102759380113,12.020201826500859,-2.367711489510265
1113433191.7,-0.17373321990134993,-0.5388731646793943,5.768757107368126,3.790112401549105,12.738491521868308,-1.4186889164194962
1113433191.8,-0.21787327888184532,-0.5488073076801059,5.657582777486789,3.7154520661455726,13.461858129358756,-0.4517571966888436
1113433191.9,-0.2755781466377237,-0.5585465755406563,5.540118563930628,3.6310812554692378,14.185557573715345,0.5310334946001811
1113433192.0,-0.3232225737370138,-0.56876319501825,5.4236489795314995,3.5429085139604024,14.898223382174027,1.5057028186054948
1113433192.1,-0.33829921939760144,-0.5789758769205142,5.31532110568744,3.4591347022444667,15.59160481203785,2.4463327778974717
1113433192.2,-0.34405370927540024,-0.5879812436604477,5.210716059056718,3.378597321366036,16.27504370507573,3.3651978562896847
1113433192.3,-0.3564019403218228,-0.5955325620988876,5.106474065858922,3.2987480816067443,16.953847739732733,4.273526218580898
1113433192.4,-0.37701738082275826,-0.6020785094472413,5.002820220348657,3.219007298274186,17.626787752246422,5.171651389189676
1113433192.5,-0.3800514034862544,-0.6079947407401427,4.907702443201606,3.1463956339895827,18.282532365842577,6.0330656843410155
1113433192.6,-0.3748490430494327,-0.6127447633584814,4.821908962269309,3.083396486782675,18.92211653369896,6.853619814010967
1113433192.7,-0.35884360632281864,-0.6160625796377652,4.748507794695784,3.033784891240055,19.542812072999936,7.622508263115503
1113433192.8,-0.3363779225842528,-0.6175825857409052,4.6869917185828776,2.9979907124586433,20.146796460937285,8.341178367197223
1113433192.9,-0.3299004048131823,-0.617210570193705,4.63068507603204,2.969804536223471,20.74362334967564,9.033046775402381
1113433193.0,-0.33045382333403783,-0.6156503133535459,4.577895360292346,2.9457458370218292,21.333631724508844,9.706286017017437
1113433193.1,-0.3485521897118249,-0.613326974339707,4.5216627148007,2.918032840532134,21.924635400403258,10.38603016857845
1113433193.2,-0.38546971656900525,-0.6111119753078054,4.459331260505091,2.8821788646993136,22.517583969173216,11.083288537252736
1113433193.3,-0.40113623001858995,-0.6097857418017817,4.401485513844648,2.8468973439127505,23.096268763302504,11.762863282125323
1113433193.4,-0.4035257321754816,-0.6085968007388433,4.35166376120181,2.817940542448232,23.658514254062236,12.410119689903794
1113433193.5,-0.3758264886208467,-0.6069893230660128,4.31956596766014,2.8063498557628983,24.19387487469224,12.990460846954345
1113433193.6,-0.32385199424499556,-0.6037000041037028,4.30521226211227,2.8151124336595443,24.706450673938527,13.501542934943211
1113433193.7,-0.28654216957504713,-0.5978171729929984,4.296664643726101,2.8345496162592463,25.214906222505512,13.98343266373331
1113433193.8,-0.27572910389670724,-0.5900745506980588,4.286378430499772,2.8553909033747122,25.727348857115054,14.464716191377052
1113433193.9,-0.292873787234342,-0.5817326978252446,4.270678909985964,2.8711259275410397,26.245168068368308,14.961200701023321
1113433194.0,-0.31603829510984344,-0.5740347530175515,4.2541445757736245,2.8834774843877904,26.758976209342457,15.459809521657556
1113433194.1,-0.3181607791582824,-0.567215872030608,4.243892104975746,2.8990246593806828,27.258829346878137,15.936237937683595
1113433194.2,-0.30537331521769,-0.5604008658434715,4.239609236511051,2.919647300203221,27.74766937951945,16.389407413228096
1113433194.3,-0.28714223368889025,-0.5529877042411343,4.239389387634078,2.9449302063888254,28.229886227765192,16.824709871010725
1113433194.4,-0.2741570173313595,-0.5447975213507777,4.239554918334283,2.971680284144255,28.71095169468957,17.254713790064635
1113433194.5,-0.27585854710349017,-0.5361149841762167,4.236198766217798,2.995388182429711,29.19526503226355,17.693801760132445
1113433194.6,-0.285025049417454,-0.5275909969233636,4.2297918430416,3.0150069029607858,29.68042193010946,18.141933234670034
1113433194.7,-0.293160965474931,-0.5195546580817774,4.2223740740472575,3.031845728717035,30.162847828396252,18.592722190978016
1113433194.8,-0.2915742830899495,-0.511965311672214,4.217540883014804,3.0496519069452663,30.638095958768165,19.033547539002853
1113433194.9,-0.20571959686759422,-0.5043189912219924,4.2354034451097275,3.089553571898416,31.08144684457955,19.39327129095637
1113433195.0,-0.16712800416653556,-0.49332747941804633,4.250815119117922,3.1348251853420503,31.535197855515314,19.751059561568432
1113433195.1,-0.1643535841926521,-0.48110664821848204,4.277722960493164,3.1943529742424435,31.97709620755877,20.065063725936646
1113433195.2,-0.17139108866034042,-0.4690731640198875,4.303492569928775,3.251797890080637,32.42014237455708,20.384224614107932
1113433195.3,-0.11525222981183822,-0.4575944820079473,4.347878186995613,3.3259517146834305,32.83767340558975,20.640590602914894
1113433195.4,-0.07909285080721398,-0.4441393931116234,4.388801689356329,3.4011094422637576,33.265380139656344,20.904472197494236
1113433195.5,-0.07746312624861887,-0.42961629041814275,4.422736518963158,3.4715489261010273,33.705534769502165,21.190718521122772
1113433195.6,-0.08741043437601245,-0.4154812349462933,4.455434825783997,3.5394625493388183,34.146649151412085,21.48302610730377
1113433195.7,-0.07496813985141654,-0.4021944373015841,4.497385766076233,3.6142205696880825,34.5740234908185,21.746124157898134
1113433195.8,-0.03147616919023944,-0.38882930184899334,4.553232441981749,3.7027898753386155,34.98470950461683,21.96179144269776
1113433195.9,0.025719750829877167,-0.3741466783169042,4.618391707308974,3.8036844539317154,35.38870029941819,22.143315974851838
1113433196.0,0.06089995631629273,-0.3576573073941234,4.680109458209845,3.9053888477472647,35.804186572505394,22.334211037652835
1113433196.1,0.030246647292354184,-0.34032675177735283,4.722994414574334,3.990129530482795,36.24825632229051,22.59063873883934
1113433196.2,-0.013470261944364285,-0.3248017408415165,4.755921572033218,4.06011402784865,36.70149968489262,22.8883308102547
1113433196.3,-0.04336410644377107,-0.3115468169687141,4.784460307134278,4.1197859108394255,37.15481694416819,23.20849429838389
1113433196.4,-0.051500978901044464,-0.2999471133868694,4.8121640319708865,4.1743079067285285,37.60515362519117,23.536809728347215
1113433196.5,-0.05077019817745039,-0.28909711108701863,4.837633219822606,4.22462170802883,38.056955283390934,23.875718271265438
1113433196.6,-0.04245905785783087,-0.2786260894303194,4.8606004216624,4.271421601159581,38.51173284228709,24.225235852014173
1113433196.7,-0.038576621173629484,-0.26822703133338277,4.87675433808746,4.31119222074189,38.97586468628461,24.599492475306228
1113433196.8,-0.04674456382244955,-0.2580726230038851,4.8823958532235165,4.339798776893922,39.45336800976561,25.01160764009397
1113433196.9,-0.07262921005989065,-0.24862745443493273,4.874836520641772,4.35337225023032,39.94594218049715,25.471803900057537
1113433197.0,-0.10934199779993156,-0.2405614947321273,4.856102292703744,4.352237846729797,40.44860853658796,25.97441433091496
1113433197.1,-0.1351748545170275,-0.23425675029801574,4.833597767712718,4.342855271431991,40.95045533853855,26.494365714277052
1113433197.2,-0.135560974494199,-0.22924186477972097,4.8136688295467405,4.332834522844112,41.444679507018414,27.008173294212753
1113433197.3,-0.11697687814575777,-0.22449243805288543,4.796448384089587,4.32498216641551,41.934286839430726,27.512706031186717
1113433197.4,-0.10159389292599409,-0.21926084671763257,4.776083968676962,4.315369306993598,42.42914082226801,28.026466590147983
1113433197.5,-0.1095575951150287,-0.2136769145393863,4.745532291355246,4.296584325051046,42.937816820962595,28.574303629006636
1113433197.6,-0.14363169409323764,-0.20864606571609934,4.702155093616331,4.263619059254567,43.46067000923515,29.1675662774632
1113433197.7,-0.1774901289921562,-0.2051574611438285,4.652214802072447,4.220180204872969,43.98623922355184,29.786652440398036
1113433197.8,-0.20001030376884188,-0.2031631196881638,4.600224577362671,4.170956713378361,44.50851407583596,30.415287792238605
1113433197.9,-0.20588312065650016,-0.20218640623722195,4.548241362845757,4.119288780453378,45.026124775184655,31.044798844089296
1113433198.0,-0.2137419480871237,-0.2015559293493273,4.490082554081353,4.060760300247047,45.54882879383047,31.694679768056087
1113433198.1,-0.24418987021889615,-0.20133133117266677,4.418611150256917,3.9880702945488316,46.08524117065057,32.389600078338844
1113433198.2,-0.2941634321639274,-0.2023630387085562,4.333481667204403,3.898654957591694,46.632700600413045,33.13253444211984
1113433198.3,-0.3446384912440431,-0.20536701670845703,4.239835671081636,3.7958289221233903,47.18187658285171,33.906890505034156
1113433198.4,-0.37838012087562867,-0.21031514549844954,4.144445548607708,3.6865116521959034,47.723763445064606,34.68849529230749
1113433198.5,-0.3610235607914972,-0.21650867607532365,4.059659475723742,3.5849190817742196,48.244392081792256,35.43215164159437
1113433198.6,-0.3351060798079358,-0.22195234205265468,3.981054440631425,3.4918625582102853,48.755561858226514,36.147887900527664
1113433198.7,-0.3045675753880849,-0.22631225068917182,3.91204801051347,3.4115407543168024,49.25435221390405,36.82347589776139
1113433198.8,-0.2720699417554333,-0.22941455806859634,3.852526392096679,3.34419360343012,49.74181887738188,37.45936832365797
1113433198.9,-0.25626753110979567,-0.23119851410467207,3.795805646368473,3.2832073193332305,50.22699071092025,38.079072058301065
1113433199.0,-0.2596692180725869,-0.23232313063914645,3.73793944060223,3.2228342118664752,50.71295995403937,38.69825829744754
1113433199.1,-0.2797724853404606,-0.23353909265294737,3.678130087202092,3.160290249722993,51.198288756407976,39.32158325066477
1113433199.2,-0.29625378265974905,-0.2354861288443756,3.62281010556917,3.10034692882132,51.67264695047103,39.92822213407577
1113433199.3,-0.28407301243003413,-0.23800755020737907,3.5803364098602657,3.051796467730878,52.12581195407174,40.48863752140448
1113433199.4,-0.2561552416990094,-0.23999164858024113,3.5486010333439504,3.015454544992297,52.56407405981252,41.00734419033744
1113433199.5,-0.23394934982558488,-0.2408411750182441,3.52108681980852,2.98632397214499,52.99785178586868,41.5057256628052
1113433199.6,-0.2328674263201599,-0.24079676794406624,3.492109978201504,2.9580363130572396,53.43377004679496,42.00436799998687
1113433199.7,-0.2311940511228826,-0.2406832647141527,3.4668168996407775,2.933536168658904,53.862605688238695,42.487536036673674
1113433199.8,-0.22799968590719816,-0.24048841706147117,3.4483084477362342,2.915976638113488,54.280432254728055,42.94437132522402
1113433199.9,-0.20711789172447437,-0.24015708902491628,3.443432991236974,2.9123500547296546,54.678990504523,43.35123378767215
1113433200.0,-0.1709942959475812,-0.23901769013764507,3.4519820150887224,2.924202998311447,55.061093069221386,43.707533610555835
1113433200.1,-0.13969366273540892,-0.23650650657202843,3.4671414213080656,2.946164743949797,55.43767533010911,44.03599404088664
1113433200.2,-0.12326984208006082,-0.23283699626460153,3.4829254135861674,2.9716300206115607,55.815994508596155,44.358355847007786
1113433200.3,-0.13025472760000184,-0.22860643388894908,3.494149946775344,2.9938112692191914,56.20082804328928,44.694296034883365
1113433200.4,-0.1497017824282719,-0.22472406382027732,3.502546163167253,3.0120426562399953,56.587031527701534,45.0401309201499
1113433200.5,-0.16003260132328015,-0.22166499721624278,3.5149058591311664,3.031904580343109,56.964398021758306,45.373412237832085
1113433200.6,-0.1359255258118396,-0.21907579907062102,3.5399641542149634,3.0631261150162024,57.322994384024504,45.662855052308714
1113433200.7,-0.08210645725803944,-0.21565067509357694,3.5781437117896213,3.1096206999167384,57.66664415983114,45.903703869458504
1113433200.8,-0.030458876545537833,-0.2102871051391304,3.6205148912563563,3.1653463011670273,58.010553581525954,46.12442612106939
1113433200.9,-0.06492102333870256,-0.2031073096335091,3.643227090166926,3.206041322936956,58.38526155324112,46.408858740769034
1113433201.0,-0.1003830185352855,-0.1973906937129306,3.6600617887795437,3.2366946501790546,58.76287970052072,46.71807453671965
1113433201.1,-0.12511405311628254,-0.19316317311256448,3.6705176768613836,3.256851305778659,59.1432757257173,47.05303668084031
1113433201.2,-0.1379965876059337,-0.19000468719610597,3.6770654399292213,3.2702039808461247,59.52418610892861,47.4034419179267
1113433201.3,-0.10987663004080564,-0.18745859088743644,3.6899576183742298,3.2882969692501502,59.89364996946999,47.73198631870439
1113433201.4,-0.09227049383799445,-0.1839777213850845,3.701706390155692,3.3078039371162755,60.26613425907372,48.060480453919816
1113433201.5,-0.09499088281366029,-0.17996407622553168,3.7136596458243587,3.3289279155396514,60.6392302167566,48.38601880567049
1113433201.6,-0.11178980117164597,-0.17618211923487404,3.7275593073267195,3.3513248963831996,61.00901586493212,48.705412172249055
1113433201.7,-0.04831835470718137,-0.17316454324913155,3.7636304104183336,3.393835231281136,61.34830998184871,48.95004692725286
1113433201.8,0.005379553999633774,-0.16791174287395272,3.8003902479977163,3.443079687714714,61.69416301280847,49.18644547245766
1113433201.9,0.02686125939835463,-0.16081775151937905,3.8326916211082636,3.49271019051262,62.05231811615346,49.434203942243286
1113433202.0,0.0238309260955294,-0.15310935955175609,3.860221500590846,3.5390079710869755,62.41935468203711,49.69800362858866
1113433202.1,0.021374002206072044,-0.145713831010304,3.887916862902747,3.5843973619636054,62.78593023524293,49.963159815714896
1113433202.2,0.024950357263145748,-0.13861463238869143,3.918871736186952,3.632061018569448,63.14814239542788,50.218806838638635
1113433202.3,0.05062776170899817,-0.13159512169820398,3.960514892739034,3.690060674086714,63.49746161077384,50.43871266448285
1113433202.4,0.10228399422667363,-0.12385121891053719,4.0162282930965825,3.7639963627849826,63.83259598231587,50.60928301598032
1113433202.5,0.14533960381969602,-0.11444286498834289,4.077845758071235,3.848227349073356,64.16759105525792,50.756945843958775
1113433202.6,0.17680822282009706,-0.10371881267221927,4.1424098320661376,3.9387696699490626,64.50561994011319,50.89356603348986
1113433202.7,0.19099186582710845,-0.09213113196301104,4.206541118097117,4.030953659529273,64.8497640034771,51.03245119720113
1113433202.8,0.19857979627082376,-0.08033487174738152,4.272651317786591,4.125376158997759,65.19498565489685,51.16723324661513
1113433202.9,0.2208278759854983,-0.06858988266186117,4.347483606953339,4.228099914966328,65.53203465815378,51.27534383083566
1113433203.0,0.2623832846933595,-0.05637861649646192,4.435084049375406,4.344642133253131,65.85781685518764,51.34158174265164
1113433203.1,0.32114505875436733,-0.04302651360575316,4.536396775086581,4.477831049083288,66.1739321910655,51.36132235968617
1113433203.2,0.37747877248540446,-0.027943127159745673,4.645806875091183,4.623658306323902,66.49008629559901,51.35304723789739
1113433203.3,0.408620777505838,-0.011247423066326645,4.756752590036697,4.775146211233932,66.81478324871088,51.340538169108775
1113433203.4,0.43203064536529956,0.0061176007901236895,4.873391478263324,4.933771919517775,67.14004656105124,51.312511128030366
1113433203.5,0.4674817273439368,0.023843146541392746,5.001453916939175,5.104425662651143,67.45796098707045,51.250295147204554
1113433203.6,0.5204478233837538,0.04232429224141743,5.142645439541003,5.289981043333225,67.76822489660644,51.14728553690787
1113433203.7,0.5570494129050078,0.06215819872006001,5.2870701990495546,5.482218155956011,68.08610360797931,51.03682038442451
1113433203.8,0.5817823303908198,0.08271633254096222,5.431478873629327,5.676115951954278,68.41417301774402,50.93247465102079
1113433203.9,0.5863483559192906,0.10355362460309792,5.570164966659418,5.8647086447693555,68.75833018433052,50.85546177874064
1113433204.0,0.5804695776438112,0.1239412743304864,5.704199682543717,6.047022833785273,69.11476042372452,50.8041282319013
1113433204.1,0.5893689204552931,0.14349362162987644,5.839767840739235,6.228243822312123,69.47426564507799,50.75793204372426
1113433204.2,0.6081822482054329,0.16272518880710818,5.9775351535246495,6.41059866498008,69.83784665297834,50.713053396356386
1113433204.3,0.63947565426699,0.18197172241485915,6.120742909266362,6.5983521266616245,70.202875312082,50.657517630152675
1113433204.4,0.6834995214991799,0.20165413708059687,6.271433123091877,6.794792733672353,70.56866427556065,50.58341011539946
1113433204.5,0.7221426886329241,0.22220288157911716,6.425530677463604,6.997074826485938,70.94246334012821,50.50421652487681
1113433204.6,0.7575030653840998,0.243406559805025,6.5808559152947534,7.202394045022468,71.32684105906591,50.42862218207932
1113433204.7,0.7743474764770977,0.2651379555531176,6.730106089666069,7.403053869951692,71.73086996187901,50.38259510023246
1113433204.8,0.7702015545239043,0.2867526039665401,6.870103639840185,7.5939723722182055,72.15637482959735,50.3791148351576
1113433204.9,0.7627315773717503,0.30752624771806414,7.00367269577645,7.775886323210207,72.59708780138507,50.41031581439775
1113433205.0,0.7559429574087245,0.32736240783063186,7.139619972501425,7.957354132900551,73.0414401399943,50.445873383442816
1113433205.1,0.7577415538858104,0.34625469164693845,7.26528835133372,8.125880566690656,73.50603768438451,50.52995908717762
1113433205.2,0.7654675689875436,0.36451638486565174,7.3872518811302434,8.288992782711066,73.98300274574146,50.638194083916304
1113433205.3,0.7708125306229621,0.38235615397434863,7.502973193972773,8.444809213965783,74.47629952964922,50.77871423357605
1113433205.4,0.7680952514944936,0.39970618092870713,7.612445277955859,8.593126935613732,74.98566864309397,50.95171911127037
1113433205.5,0.7744850441391664,0.4163069550014449,7.723703109159796,8.741223673874247,75.50003397099528,51.130138809037064
1113433205.6,0.8094817785188442,0.4324722077828347,7.846001468160537,8.89933984178876,76.00902670722385,51.28111144948259
1113433205.7,0.8788824588757425,0.4491652027341517,7.98419875749885,9.075238088200674,76.51039223276123,51.385310881263166
1113433205.8,0.9515883025692636,0.4675317759252462,8.13322420072808,9.267235257044064,77.0153450665634,51.457582355141206
1113433205.9,1.0128478175427251,0.48767305239825953,8.290279291777297,9.472696000757683,77.52849734383254,51.50817688131234
1113433206.0,1.059912118915073,0.509192119433734,8.454043554107713,9.688977739602544,78.05065923671003,51.543565349360705
1113433206.1,1.0836554871711537,0.5315935085648823,8.621203623467999,9.911209808910964,78.58482180625033,51.57734621414843
1113433206.2,1.1098107266934691,0.5540965829007107,8.795002867144253,10.140215250447847,79.12441489605801,51.60107728591494
1113433206.3,1.130291381746684,0.5767623250498881,8.969944410080732,10.3707282077636,79.67687052808512,51.63378442175519
1113433206.4,1.1361122754937871,0.5993882584697552,9.141681292501953,10.597817995854502,80.24711726738937,51.691242959002146
1113433206.5,1.1160294462942346,0.6214774168557246,9.306110460080399,10.815919565135351,80.83871326754162,51.78926725326461
1113433206.6,1.1050061419160966,0.6422039444730587,9.46825217651568,11.027516484514482,81.44214618699361,51.912931071285286
1113433206.7,1.0921839311568944,0.6618699800389837,9.620885201902539,11.226429729645645,82.06745811313183,52.085992295119155
1113433206.8,1.060135854982672,0.6804269615366266,9.756482118812425,11.405058041667322,82.7236901165097,52.33429895488359
1113433206.9,1.0069121348414418,0.6972693007327695,9.872613486774108,11.55916029897361,83.41119077022893,52.66761098178155
1113433207.0,0.9548765649728284,0.7117495405067598,9.973752806270003,11.691263901880372,84.12121668678411,53.07175353688311
1113433207.1,0.9147893526096932,0.7239328778573308,10.064035454637645,11.80585925269462,84.8481935952477,53.5314544629058
1113433207.2,0.8960551733534972,0.73423395663661,10.14942710622308,11.910336551755291,85.58573280994172,54.024226472989255
1113433207.3,0.905189353831525,0.7433822268772828,10.234741270441436,12.011832837645336,86.33021347043834,54.53085583043462
1113433207.4,0.919418993070782,0.7522927869236009,10.31668667569517,12.109958955594495,87.08924692759018,55.05984676129092
1113433207.5,0.9263474843736041,0.7611607460900036,10.392959126741795,12.202944027255839,87.8664902674779,55.61870012865694
1113433207.6,0.9206741516542492,0.769785614708635,10.460983071743426,12.28748664608583,88.66431535244034,56.21698832628181
